seller-sku	asin1	price	quantity
ONTXY-ASUS-X1404VA-I38128-12-2-11H-1	B0FCS9HL7P	579	10
ONTXY-ASUS-X1404VA-I38128-12-2-11P-1	B0FCSD79N3	629	10
ONTXY-ASUS-X1404VA-I38128-12-512-10H-1	B0FCS84WFS	399	10
ONTXY-ASUS-X1404VA-I38128-12-512-10P-1	B0FCS9C45S	449	10
ONTXY-ASUS-X1404VA-I38128-12-512-11H-1	B0FCSHW4L2	399	10
ONTXY-ASUS-X1404VA-I38128-12-512-11P-1	B0FCSC7MGR	449	9
ONTXY-ASUS-X1404VA-I38128-16-1-10H-1	B0FCS6MWFV	479	10
ONTXY-ASUS-X1404VA-I38128-16-1-10P-1	B0FCS9XSGV	529	10
ONTXY-ASUS-X1404VA-I38128-16-1-11H-1	B0FCS9Y2R5	479	10
ONTXY-ASUS-X1404VA-I38128-16-1-11P-1	B0FCS6NNQC	529	10
ONTXY-ASUS-X1404VA-I38128-16-2-10H-1	B0FCS942RB	599	10
ONTXY-ASUS-X1404VA-I38128-16-2-10P-1	B0FCS6F2PC	649	10
ONTXY-ASUS-X1404VA-I38128-16-2-11H-1	B0FCS6QML1	599	10
ONTXY-ASUS-X1404VA-I38128-16-2-11P-1	B0FCSD4MXL	649	10
ONTXY-ASUS-X1404VA-I38128-16-512-10H-1	B0FCSJNK2J	419	10
ONTXY-ASUS-X1404VA-I38128-16-512-10P-1	B0FCS9Y6RT	469	10
ONTXY-ASUS-X1404VA-I38128-16-512-11H-1	B0FCSJD52S	419	10
ONTXY-ASUS-X1404VA-I38128-16-512-11P-1	B0FCSGJKZM	469	10
ONTXY-ASUS-X1404VA-I38128-24-1-10H-1	B0FCS9ZL59	519	10
ONTXY-ASUS-X1404VA-I38128-24-1-10P-1	B0FCSCZRZ2	569	10
ONTXY-ASUS-X1404VA-I38128-24-1-11H-1	B0FCSGLS7Q	519	10
ONTXY-ASUS-X1404VA-I38128-24-1-11P-1	B0FCSC9M68	569	9
ONTXY-ASUS-X1404VA-I38128-24-2-10H-1	B0FCS9XPVP	639	10
ONTXY-ASUS-X1404VA-I38128-24-2-10P-1	B0FCS9X2YJ	689	10
ONTXY-ASUS-X1404VA-I38128-24-2-11H-1	B0FCSFJTHM	639	10
ONTXY-ASUS-X1404VA-I38128-24-2-11P-1	B0FCSH4VDH	689	10
ONTXY-ASUS-X1404VA-I38128-40-2-10H-1	B0FCSHPJ9V	719	10
ONTXY-ASUS-X1404VA-I38128-40-2-10P-1	B0FCSDJJN6	769	10
ONTXY-ASUS-X1404VA-I38128-40-2-11H-1	B0FCSFGQJY	719	10
ONTXY-ASUS-X1404VA-I38128-40-2-11P-1	B0FCSG65W5	769	10
ONTXY-ASUS-X1404VA-I38128-40-4-10H-1	B0FCSDD4K7	899	10
ONTXY-ASUS-X1404VA-I38128-40-4-10P-1	B0FCSG2PXQ	949	10
ONTXY-ASUS-X1404VA-I38128-40-4-11H-1	B0FCSDK5DT	899	10
ONTXY-ASUS-X1404VA-I38128-40-4-11P-1	B0FCSB2SL9	949	10
ONTXY-ASUS-X1404VA-I38128-8-512-10H-1	B0FCSB1DP7	379	10
ONTXY-ASUS-X1404VA-I38128-8-512-10P-1	B0FCSD5R22	429	10
ONTXY-ASUS-X1404VA-I38128-8-512-11H-1	B0FCSGMJDK	379	10
ONTXY-ASUS-X1404VA-I38128-8-512-11P-1	B0FCSDDSMF	429	10
ONTXY-ASUS-X1404VA-I512256-12-1-10H-1	B0FKBK5CPN	539	18
ONTXY-ASUS-X1404VA-I512256-12-1-10P-1	B0FKBPJY8W	589	18
ONTXY-ASUS-X1404VA-I512256-12-1-11H-1	B0FKBKCWXC	539	18
ONTXY-ASUS-X1404VA-I512256-12-1-11P-1	B0FKBJTBWB	589	18
ONTXY-ASUS-X1404VA-I512256-12-2-10H-1	B0FKBN2TWL	659	18
ONTXY-ASUS-X1404VA-I512256-12-2-10P-1	B0FKBL1N39	709	18
ONTXY-ASUS-X1404VA-I512256-12-2-11H-1	B0FKBNF5L7	659	18
ONTXY-ASUS-X1404VA-I512256-12-2-11P-1	B0FKBLZPPT	709	18
ONTXY-ASUS-X1404VA-I512256-12-512-10H-1	B0FKBKVMNV	479	18
ONTXY-ASUS-X1404VA-I512256-12-512-10P-1	B0FKBKFJ8X	529	18
ONTXY-ASUS-X1404VA-I512256-12-512-11H-1	B0FKBJQQ5M	479	18
ONTXY-ASUS-X1404VA-I512256-12-512-11P-1	B0FKBPLCQ7	529	18
ONTXY-ASUS-X1404VA-I512256-16-1-10H-1	B0FKBLW1ZY	559	18
ONTXY-ASUS-X1404VA-I512256-16-1-10P-1	B0FKBHRNRG	609	18
ONTXY-ASUS-X1404VA-I512256-16-1-11H-1	B0FKBLWZ5Y	559	18
ONTXY-ASUS-X1404VA-I512256-16-1-11P-1	B0FKBHWSQ4	609	18
ONTXY-ASUS-X1404VA-I512256-16-2-10H-1	B0FKBP7N41	679	18
ONTXY-ASUS-X1404VA-I512256-16-2-10P-1	B0FKBL1LNQ	729	18
ONTXY-ASUS-X1404VA-I512256-16-2-11H-1	B0FKBMLQGQ	679	18
ONTXY-ASUS-X1404VA-I512256-16-2-11P-1	B0FKBQBRS1	729	18
ONTXY-ASUS-X1404VA-I512256-16-512-10H-1	B0FKBKNHLM	499	18
ONTXY-ASUS-X1404VA-I512256-16-512-10P-1	B0FKBNDY1Z	549	18
ONTXY-ASUS-X1404VA-I512256-16-512-11H-1	B0FKBLQSGG	499	16
ONTXY-ASUS-X1404VA-I512256-16-512-11P-1	B0FKBJWCYV	549	18
ONTXY-ASUS-X1404VA-I512256-24-1-10H-1	B0FKBLN497	599	18
ONTXY-ASUS-X1404VA-I512256-24-1-10P-1	B0FKBMVWQB	649	18
ONTXY-ASUS-X1404VA-I512256-24-1-11H-1	B0FKBKT93L	599	18
ONTXY-ASUS-X1404VA-I512256-24-1-11P-1	B0FKBJHNQ3	649	18
ONTXY-ASUS-X1404VA-I512256-24-2-10H-1	B0FKBL44KK	719	18
ONTXY-ASUS-X1404VA-I512256-24-2-10P-1	B0FKBJCQWQ	769	18
ONTXY-ASUS-X1404VA-I512256-24-2-11H-1	B0FKBKSY6X	719	18
ONTXY-ASUS-X1404VA-I512256-24-2-11P-1	B0FKBJ1Q82	769	18
ONTXY-ASUS-X1404VA-I512256-40-1-10H-1	B0FKBLNS68	679	18
ONTXY-ASUS-X1404VA-I512256-40-1-10P-1	B0FKBPC24M	729	18
ONTXY-ASUS-X1404VA-I512256-40-1-11H-1	B0FKBK9N73	679	18
ONTXY-ASUS-X1404VA-I512256-40-1-11P-1	B0FKBHYR58	729	18
ONTXY-ASUS-X1404VA-I512256-40-2-10H-1	B0FKBL245G	799	18
ONTXY-ASUS-X1404VA-I512256-40-2-10P-1	B0FKBLNB4K	849	18
ONTXY-ASUS-X1404VA-I512256-40-2-11H-1	B0FKBL2F3G	799	18
ONTXY-ASUS-X1404VA-I512256-40-2-11P-1	B0FKBK4SZH	849	18
ONTXY-ASUS-X1404VA-I512256-40-4-10H-1	B0FKBLPC1J	979	18
ONTXY-ASUS-X1404VA-I512256-40-4-10P-1	B0FKBK2MKR	1029	18
ONTXY-ASUS-X1404VA-I512256-40-4-11H-1	B0FKBKLTFV	979	18
ONTXY-ASUS-X1404VA-I512256-40-4-11P-1	B0FKBKMM44	1029	18
ONTXY-ASUS-X1404VA-I712512-16-1-10H-1	B0FCSCZRGD	729	5
ONTXY-ASUS-X1404VA-I712512-16-1-10P-1	B0FCS6KTK8	779	5
ONTXY-ASUS-X1404VA-I712512-16-1-11H-1	B0FCSFYRRY	729	5
ONTXY-ASUS-X1404VA-I712512-16-1-11P-1	B0FCSBY5ZG	779	5
ONTXY-ASUS-X1404VA-I712512-16-512-10H-1	B0FCS8GVMQ	669	5
ONTXY-ASUS-X1404VA-I712512-16-512-10P-1	B0FCSCWVDH	719	5
ONTXY-ASUS-X1404VA-I712512-16-512-11H-1	B0FCSC19C2	669	5
ONTXY-ASUS-X1404VA-I712512-16-512-11P-1	B0FCSCL1CK	719	4
ONTXY-ASUS-X1404VA-I712512-24-1-10H-1	B0FCS9DR9M	769	5
ONTXY-ASUS-X1404VA-I712512-24-1-10P-1	B0FCSHKSZ2	819	5
ONTXY-ASUS-X1404VA-I712512-24-1-11H-1	B0FCS9H2PN	769	4
ONTXY-ASUS-X1404VA-I712512-24-1-11P-1	B0FCS9VG2G	819	5
ONTXY-ASUS-X1404VA-I712512-40-1-10H-1	B0FCS6K9RK	849	5
ONTXY-ASUS-X1404VA-I712512-40-1-10P-1	B0FCSBZCTR	899	5
ONTXY-ASUS-X1404VA-I712512-40-1-11H-1	B0FCSC1GMV	849	5
ONTXY-ASUS-X1404VA-I712512-40-1-11P-1	B0FCSGSSMB	899	5
ONTXY-ASUS-X1404VA-I712512-40-2-10H-1	B0FCSBPBCH	969	5
ONTXY-ASUS-X1404VA-I712512-40-2-10P-1	B0FCSGGSV8	1019	5
ONTXY-ASUS-X1404VA-I712512-40-2-11H-1	B0FCS9T8ZL	969	5
ONTXY-ASUS-X1404VA-I712512-40-2-11P-1	B0FCSCLWVG	1019	5
ONTXY-ASUS-X1404VA-I712512-40-4-10H-1	B0FCSD2JHT	1149	5
ONTXY-ASUS-X1404VA-I712512-40-4-10P-1	B0FCSD1TL4	1199	5
ONTXY-ASUS-X1404VA-I712512-40-4-11H-1	B0FCS9KNC7	1149	5
ONTXY-ASUS-X1404VA-I712512-40-4-11P-1	B0FCSBZG5J	1199	5
ONTXY-ASUS-X1404ZA-I38128-12-1-11P-1	B0D7GDJK3H	509	27
ONTXY-ASUS-X1404ZA-I38128-12-512-10H-1	B0D7GR3DJM	399	26
ONTXY-ASUS-X1404ZA-I38128-12-512-10P-1	B0D7GKT5TH	449	27
ONTXY-ASUS-X1404ZA-I38128-16-1-11H-1	B0D7GCG9Z3	479	26
ONTXY-ASUS-X1404ZA-I38128-16-1-11P-1	B0D7GQ8DG7	529	27
ONTXY-ASUS-X1404ZA-I38128-16-2-11H-1	B0D7GCRVYQ	599	27
ONTXY-ASUS-X1404ZA-I38128-16-512-10P-1	B0D7GKZ133	469	27
ONTXY-ASUS-X1404ZA-I38128-16-512-11H-1	B0D7GGDVFW	419	26
ONTXY-ASUS-X1404ZA-I38128-16-512-11P-1	B0D7GHQ81K	469	27
ONTXY-ASUS-X1404ZA-I38128-24-1-11H-1	B0D7GQVMKS	519	27
ONTXY-ASUS-X1404ZA-I38128-24-2-11H-1	B0D7G7HLNF	639	27
ONTXY-ASUS-X1404ZA-I38128-40-2-10P-1	B0D7GM1YKP	769	27
ONTXY-ASUS-X1404ZA-I38128-40-2-11P-1	B0D7G7KC1G	769	26
ONTXY-ASUS-X1404ZA-I38128-40-4-11P-1	B0D7G33VF4	949	27
ONTXY-ASUS-X1404ZA-I38128-8-512-11H-1	B0D7GB3GFR	379	13
ONTXY-ASUS-X1704ZA-I38512-16-1-10H-1	B0DQPBDH27	499	15
ONTXY-ASUS-X1704ZA-I38512-16-1-10P-1	B0DQP8QR2R	549	15
ONTXY-ASUS-X1704ZA-I38512-16-1-11H-1	B0DQP6ZDZ1	499	11
ONTXY-ASUS-X1704ZA-I38512-16-1-11P-1	B0DQP8B2VT	549	12
ONTXY-ASUS-X1704ZA-I38512-16-512-10H-1	B0DQP89FKV	439	14
ONTXY-ASUS-X1704ZA-I38512-16-512-10P-1	B0DQPCLJC7	489	15
ONTXY-ASUS-X1704ZA-I38512-16-512-11H-1	B0DQP9J6X6	439	14
ONTXY-ASUS-X1704ZA-I38512-16-512-11P-1	B0DQP93CQ2	489	15
ONTXY-ASUS-X1704ZA-I38512-24-1-10H-1	B0DQP9SKF9	539	15
ONTXY-ASUS-X1704ZA-I38512-24-1-10P-1	B0DQP8XW59	589	15
ONTXY-ASUS-X1704ZA-I38512-24-1-11H-1	B0DQP7FC1V	539	15
ONTXY-ASUS-X1704ZA-I38512-24-1-11P-1	B0DQP9169C	589	15
ONTXY-ASUS-X1704ZA-I38512-40-1-10H-1	B0DQP71N4K	619	15
ONTXY-ASUS-X1704ZA-I38512-40-1-10P-1	B0DQP56BBQ	669	15
ONTXY-ASUS-X1704ZA-I38512-40-1-11H-1	B0DQP86QBZ	619	15
ONTXY-ASUS-X1704ZA-I38512-40-1-11P-1	B0DQP79568	669	15
ONTXY-ASUS-X1704ZA-I38512-40-2-10H-1	B0DQP248J8	739	15
ONTXY-ASUS-X1704ZA-I38512-40-2-10P-1	B0DQP54XH7	789	15
ONTXY-ASUS-X1704ZA-I38512-40-2-11H-1	B0DQP59SF9	739	15
ONTXY-ASUS-X1704ZA-I38512-40-2-11P-1	B0DQP72VKH	789	15
ONTXY-ASUS-X1704ZA-I38512-40-4-10H-1	B0DQP9F8Y7	919	15
ONTXY-ASUS-X1704ZA-I38512-40-4-10P-1	B0DQPBN11Q	969	15
ONTXY-ASUS-X1704ZA-I38512-40-4-11H-1	B0DQP79D1S	919	15
ONTXY-ASUS-X1704ZA-I38512-40-4-11P-1	B0DQPBFX88	969	15
ONTXY-DELL-14-PLUS-DB14250-16-1-11H-1	B0FLPZTNVX	999	15
ONTXY-DELL-14-PLUS-DB14250-16-1-11P-1	B0FLQ3C1TH	1049	15
ONTXY-DELL-14-PLUS-DB14250-16-2-11H-1	B0FLPZPDRB	1119	15
ONTXY-DELL-14-PLUS-DB14250-16-2-11P-1	B0FLQ1CS45	1169	15
ONTXY-DELL-14-PLUS-DB14250-16-4-11H-1	B0FLPYQDTH	1299	15
ONTXY-DELL-14-PLUS-DB14250-16-4-11P-1	B0FLQ1YT2F	1349	15
ONTXY-DELL-AWM16-7025BLK-PUS-32-1-11H-1	B0D7Z1BV1Z	2099	9
ONTXY-DELL-AWM16-7025BLK-PUS-32-1-11P-1	B0D7Z1RNT7	2149	6
ONTXY-DELL-AWM16-7025BLK-PUS-32-2-10P-1	B0D7YRXJTZ	2269	10
ONTXY-DELL-AWM16-7025BLK-PUS-64-1-11P-1	B0D7YRLQRY	2349	8
ONTXY-DELL-G7-16-7630-16-1-10H-1	B0FLQ1BRGQ	1799	10
ONTXY-DELL-G7-16-7630-16-1-10P-1	B0FLQ17KLR	1849	10
ONTXY-DELL-G7-16-7630-16-1-11H-1	B0FLPZYK4B	1799	10
ONTXY-DELL-G7-16-7630-16-1-11P-1	B0FLPYLCJ3	1849	10
ONTXY-DELL-G7-16-7630-24-1-10H-1	B0FLQ56S8B	1849	10
ONTXY-DELL-G7-16-7630-24-1-10P-1	B0FLQ4F7HL	1899	10
ONTXY-DELL-G7-16-7630-24-1-11H-1	B0FLQ1W9ZB	1849	10
ONTXY-DELL-G7-16-7630-24-1-11P-1	B0FLQ15CSV	1899	10
ONTXY-DELL-G7-16-7630-32-1-10H-1	B0FLQ568N4	1899	10
ONTXY-DELL-G7-16-7630-32-1-10P-1	B0FLQ21C9K	1949	10
ONTXY-DELL-G7-16-7630-32-1-11H-1	B0FLQ3ZB14	1899	10
ONTXY-DELL-G7-16-7630-32-1-11P-1	B0FLQ4RQHJ	1949	10
ONTXY-DELL-G7-16-7630-32-2-10H-1	B0FLQ5NZ86	2019	10
ONTXY-DELL-G7-16-7630-32-2-10P-1	B0FLQ1V4PJ	2069	10
ONTXY-DELL-G7-16-7630-32-2-11H-1	B0FLQ3VKPZ	2019	10
ONTXY-DELL-G7-16-7630-32-2-11P-1	B0FLQ4R7BT	2069	10
ONTXY-DELL-G7-16-7630-32-4-10H-1	B0FLQ4CZ2Z	2199	10
ONTXY-DELL-G7-16-7630-32-4-10P-1	B0FLQ3TLXJ	2249	10
ONTXY-DELL-G7-16-7630-32-4-11H-1	B0FLQ3R8Y4	2199	10
ONTXY-DELL-G7-16-7630-32-4-11P-1	B0FLPYS3CZ	2249	10
ONTXY-DELL-G7-16-7630-64-1-10H-1	B0FLQ2W185	2099	10
ONTXY-DELL-G7-16-7630-64-1-10P-1	B0FLPXGMYH	2149	10
ONTXY-DELL-G7-16-7630-64-1-11H-1	B0FLQ4TVBT	2099	10
ONTXY-DELL-G7-16-7630-64-1-11P-1	B0FLQ5PMWR	2149	10
ONTXY-DELL-G7-16-7630-64-2-10H-1	B0FLQ18PRQ	2219	10
ONTXY-DELL-G7-16-7630-64-2-10P-1	B0FLQ1TS4S	2269	10
ONTXY-DELL-G7-16-7630-64-2-11H-1	B0FLQ25VQ2	2219	10
ONTXY-DELL-G7-16-7630-64-2-11P-1	B0FLQ2GKM2	2269	10
ONTXY-DELL-G7-16-7630-64-4-10H-1	B0FLQ15CSK	2399	10
ONTXY-DELL-G7-16-7630-64-4-10P-1	B0FLPYGMF8	2449	10
ONTXY-DELL-G7-16-7630-64-4-11H-1	B0FLPZRCD7	2399	10
ONTXY-DELL-G7-16-7630-64-4-11P-1	B0FLQ3F5CS	2449	10
ONTXY-DELL-G7-16-7630-64-8-10H-1	B0FLQ1LWKQ	2739	10
ONTXY-DELL-G7-16-7630-64-8-10P-1	B0FLQ5CYDD	2789	10
ONTXY-DELL-G7-16-7630-64-8-11H-1	B0FLQ3Z7FH	2739	10
ONTXY-DELL-G7-16-7630-64-8-11P-1	B0FLPZRCDG	2789	10
ONTXY-DELL-G7630-I9-4070-16-1-10H-1	B0DFB8W3X6	1799	10
ONTXY-DELL-G7630-I9-4070-16-1-10P-1	B0DFBLMSJG	1849	10
ONTXY-DELL-G7630-I9-4070-16-1-11H-1	B0DFBSBJZ8	1799	9
ONTXY-DELL-G7630-I9-4070-16-1-11P-1	B0DFBNRMGK	1849	10
ONTXY-DELL-G7630-I9-4070-24-1-10H-1	B0DFBLQCQM	1849	10
ONTXY-DELL-G7630-I9-4070-24-1-10P-1	B0DFBWW12M	1899	10
ONTXY-DELL-G7630-I9-4070-24-1-11H-1	B0DFB4GZ9M	1849	10
ONTXY-DELL-G7630-I9-4070-24-1-11P-1	B0DFBHJXNN	1899	10
ONTXY-DELL-G7630-I9-4070-32-1-10H-1	B0DFBM7YLZ	1899	10
ONTXY-DELL-G7630-I9-4070-32-1-10P-1	B0DFBGHCQF	1949	10
ONTXY-DELL-G7630-I9-4070-32-1-11H-1	B0DFB9P3J4	1899	10
ONTXY-DELL-G7630-I9-4070-32-1-11P-1	B0DFBF541V	1949	10
ONTXY-DELL-G7630-I9-4070-32-2-10H-1	B0DFBNX1HJ	2019	10
ONTXY-DELL-G7630-I9-4070-32-2-10P-1	B0DFBSN2DG	2069	10
ONTXY-DELL-G7630-I9-4070-32-2-11H-1	B0DFBGLBY9	2019	10
ONTXY-DELL-G7630-I9-4070-32-2-11P-1	B0DFBWSN5D	2069	10
ONTXY-DELL-G7630-I9-4070-32-4-10H-1	B0DFBWXZH4	2199	10
ONTXY-DELL-G7630-I9-4070-32-4-10P-1	B0DFBLL7FV	2249	10
ONTXY-DELL-G7630-I9-4070-32-4-11H-1	B0DFBMTDKG	2199	10
ONTXY-DELL-G7630-I9-4070-32-4-11P-1	B0DFB458K5	2249	10
ONTXY-DELL-G7630-I9-4070-64-1-10H-1	B0DFB9RV8Z	2099	10
ONTXY-DELL-G7630-I9-4070-64-1-10P-1	B0DFBWY7QB	2149	10
ONTXY-DELL-G7630-I9-4070-64-1-11H-1	B0DFBHDJ8Y	2099	10
ONTXY-DELL-G7630-I9-4070-64-1-11P-1	B0DFBDTM8R	2149	10
ONTXY-DELL-G7630-I9-4070-64-2-10H-1	B0DFBJ5MDZ	2219	10
ONTXY-DELL-G7630-I9-4070-64-2-10P-1	B0DFBLXZRP	2269	9
ONTXY-DELL-G7630-I9-4070-64-2-11H-1	B0DFBJHKZP	2219	9
ONTXY-DELL-G7630-I9-4070-64-2-11P-1	B0DFB9RV8X	2269	10
ONTXY-DELL-G7630-I9-4070-64-4-10H-1	B0DFBM8L5X	2399	10
ONTXY-DELL-G7630-I9-4070-64-4-10P-1	B0DFB9THN6	2449	10
ONTXY-DELL-G7630-I9-4070-64-4-11H-1	B0DFBLZ4TW	2399	10
ONTXY-DELL-G7630-I9-4070-64-4-11P-1	B0DFB8LHMT	2449	10
ONTXY-DELL-G7630-I9-4070-64-8-10H-1	B0DFBFFPP6	2739	10
ONTXY-DELL-G7630-I9-4070-64-8-10P-1	B0DFBCP3D4	2789	10
ONTXY-DELL-G7630-I9-4070-64-8-11H-1	B0DFBSYNNS	2739	10
ONTXY-DELL-G7630-I9-4070-64-8-11P-1	B0DFBQLM8S	2789	10
ONTXY-DELL-I3020-1650-16-512-1TH-W11H-2	B0D83LYCCW	879	1
ONTXY-DELL-I3020-5241-I5-1650-PARENT-2	B0D83PJ7RW	949	40
ONTXY-DELL-I3020-5241BLU-PUS-PARENT-2	B0D83M6L4P	749	40
ONTXY-DELL-I3020-I5-PARENT-2	B0D83LVDQB	699	5
ONTXY-DELL-I3520-5124BLK-16-1-11H-1	B0D5R3NW52	559	25
ONTXY-DELL-I3520-5124BLK-16-512-10H-1	B0D5R3896H	499	25
ONTXY-DELL-I3520-5124BLK-16-512-11H-1	B0D5R6BN13	499	10
ONTXY-DELL-I3520-5124BLK-16-512-11P-1	B0D5R5NY6P	549	27
ONTXY-DELL-I3520-5124BLK-32-1-10P-1	B0D5R5TMZ7	689	30
ONTXY-DELL-I3520-5124BLK-32-1-11H-1	B0D5R68W7R	639	28
ONTXY-DELL-I3520-5124BLK-32-1-11P-1	B0D5R2XJ8Q	689	29
ONTXY-DELL-I3520-6R6NK-12-1-11P-1	B0D8T4TJ74	649	10
ONTXY-DELL-I3520-6R6NK-16-1-11P-1	B0D8T715C9	669	10
ONTXY-DELL-I3520-6R6NK-16-512-10P-1	B0D8T64VQ1	609	10
ONTXY-DELL-I3520-6R6NK-16-512-11P-1	B0D8T25TRL	609	10
ONTXY-DELL-I3520-6R6NK-32-1-10H-1	B0D8T5SV4Q	699	10
ONTXY-DELL-I3520-6R6NK-32-1-11H-1	B0D8SX96ZQ	699	10
ONTXY-DELL-I3530-5623BLK-12-1-10H-1	B0FH4FFM5F	599	36
ONTXY-DELL-I3530-5623BLK-12-1-10P-1	B0FH3YJQ1J	649	36
ONTXY-DELL-I3530-5623BLK-12-1-11H-1	B0FH42C4ND	599	36
ONTXY-DELL-I3530-5623BLK-12-1-11P-1	B0FH46FFJT	649	36
ONTXY-DELL-I3530-5623BLK-12-512-10H-1	B0FH42CD28	539	36
ONTXY-DELL-I3530-5623BLK-12-512-10P-1	B0FH48K4PR	589	36
ONTXY-DELL-I3530-5623BLK-12-512-11H-1	B0FH4HBWJN	539	36
ONTXY-DELL-I3530-5623BLK-12-512-11P-1	B0FH4PKY4W	589	36
ONTXY-DELL-I3530-5623BLK-16-1-10H-1	B0FH3TGNJT	619	36
ONTXY-DELL-I3530-5623BLK-16-1-10P-1	B0FH4GSWQV	669	36
ONTXY-DELL-I3530-5623BLK-16-1-11H-1	B0FH42J5BV	619	36
ONTXY-DELL-I3530-5623BLK-16-1-11P-1	B0FH4DCQW7	669	35
ONTXY-DELL-I3530-5623BLK-16-2-10H-1	B0FH4BVTMS	739	36
ONTXY-DELL-I3530-5623BLK-16-2-10P-1	B0FH4BTVPS	789	36
ONTXY-DELL-I3530-5623BLK-16-2-11H-1	B0FH49Z18Z	739	36
ONTXY-DELL-I3530-5623BLK-16-2-11P-1	B0FH4BDYPB	789	36
ONTXY-DELL-I3530-5623BLK-16-512-10H-1	B0FH3TFW7C	559	36
ONTXY-DELL-I3530-5623BLK-16-512-10P-1	B0FH4521GZ	609	36
ONTXY-DELL-I3530-5623BLK-16-512-11H-1	B0FH433B9T	559	36
ONTXY-DELL-I3530-5623BLK-16-512-11P-1	B0FH49XQTS	609	36
ONTXY-DELL-I3530-5623BLK-24-1-10H-1	B0FH43K57Y	659	36
ONTXY-DELL-I3530-5623BLK-24-1-10P-1	B0FH44WVLB	709	36
ONTXY-DELL-I3530-5623BLK-24-1-11H-1	B0FH4BRLKT	659	36
ONTXY-DELL-I3530-5623BLK-24-1-11P-1	B0FH42J531	709	36
ONTXY-DELL-I3530-5623BLK-24-2-10H-1	B0FH42BQHR	779	36
ONTXY-DELL-I3530-5623BLK-24-2-10P-1	B0FH4PGSFH	829	36
ONTXY-DELL-I3530-5623BLK-24-2-11H-1	B0FH3Y98QK	779	36
ONTXY-DELL-I3530-5623BLK-24-2-11P-1	B0FH4BC13G	829	36
ONTXY-DELL-I3530-5623BLK-32-1-10H-1	B0FH43WTWT	699	36
ONTXY-DELL-I3530-5623BLK-32-1-10P-1	B0FH41LT9Z	749	36
ONTXY-DELL-I3530-5623BLK-32-1-11H-1	B0FH45MGJQ	699	36
ONTXY-DELL-I3530-5623BLK-32-1-11P-1	B0FH4HK34J	749	36
ONTXY-DELL-I3530-5623BLK-32-2-10H-1	B0FH3YXMFP	819	36
ONTXY-DELL-I3530-5623BLK-32-2-10P-1	B0FH48KG6X	869	36
ONTXY-DELL-I3530-5623BLK-32-2-11H-1	B0FH42BGHX	819	36
ONTXY-DELL-I3530-5623BLK-32-2-11P-1	B0FH4KB63K	869	36
ONTXY-DELL-I3530-5623BLK-64-2-10H-1	B0FH3Z3813	979	36
ONTXY-DELL-I3530-5623BLK-64-2-10P-1	B0FH4667ZN	1029	36
ONTXY-DELL-I3530-5623BLK-64-2-11H-1	B0FH453N2L	979	36
ONTXY-DELL-I3530-5623BLK-64-2-11P-1	B0FH42X4BV	1029	36
ONTXY-DELL-I3530-5623BLK-64-4-10H-1	B0FH472FVT	1159	36
ONTXY-DELL-I3530-5623BLK-64-4-10P-1	B0FH4HDK94	1209	36
ONTXY-DELL-I3530-5623BLK-64-4-11H-1	B0FH46FFJS	1159	36
ONTXY-DELL-I3530-5623BLK-64-4-11P-1	B0FH48PMGQ	1209	36
ONTXY-DELL-I3535-0YN29-16-1-10H-1	B0D8TCMYWK	659	19
ONTXY-DELL-I3535-0YN29-16-1-11H-1	B0D8TC4WMC	659	19
ONTXY-DELL-I3535-0YN29-16-1-11P-1	B0D8T8Q2KR	709	19
ONTXY-DELL-I3535-0YN29-24-1-11H-1	B0D8T8ZDBX	699	20
ONTXY-DELL-I3535-0YN29-24-1-11P-1	B0D8T95Z37	749	20
ONTXY-DELL-I3535-0YN29-32-1-11H-1	B0D8TBCKHQ	739	20
ONTXY-DELL-I3535-0YN29-32-1-11P-1	B0D8T8LW4P	789	18
ONTXY-DELL-I3535-0YN29-32-2-10P-1	B0D8TBHMLS	909	19
ONTXY-DELL-I3535-0YN29-32-2-11H-1	B0D8T7YMX9	859	20
ONTXY-DELL-I3535-0YN29-64-1-11P-1	B0D8TDMWVY	949	20
ONTXY-DELL-I3535-0YN29-64-2-11H-1	B0D8TBW7KF	1019	20
ONTXY-DELL-I3535-A813BLK-16-1-10H-1	B0FKM3YC6F	679	10
ONTXY-DELL-I3535-A813BLK-16-1-10P-1	B0FKM41RJL	729	10
ONTXY-DELL-I3535-A813BLK-16-1-11H-1	B0FKLV28H2	679	10
ONTXY-DELL-I3535-A813BLK-16-1-11P-1	B0FKM97KPK	729	10
ONTXY-DELL-I3535-A813BLK-16-2-10H-1	B0FKMH9CYW	799	10
ONTXY-DELL-I3535-A813BLK-16-2-10P-1	B0FKLZFQQ4	849	10
ONTXY-DELL-I3535-A813BLK-16-2-11H-1	B0FKLS5DYR	799	10
ONTXY-DELL-I3535-A813BLK-16-2-11P-1	B0FKM5NG4R	849	10
ONTXY-DELL-I3535-A813BLK-16-512-10H-1	B0FKLR722J	619	10
ONTXY-DELL-I3535-A813BLK-16-512-10P-1	B0FKM66JGH	669	10
ONTXY-DELL-I3535-A813BLK-16-512-11H-1	B0FKLZSTKJ	619	10
ONTXY-DELL-I3535-A813BLK-16-512-11P-1	B0FKMKCVMD	669	10
ONTXY-DELL-I3535-A813BLK-24-1-10H-1	B0FKM65S91	719	10
