seller-sku	asin1	price	quantity
ONTXT-HP-17-CN4153CL-48-4-11H-1	B0FP9DGQBY	1199	38
ONTXT-HP-17-CN4153CL-48-4-11P-1	B0FP9BWV5X	1249	38
ONTXT-HP-17-CN4153CL-64-2-10H-1	B0FP9F9L5R	1099	38
ONTXT-HP-17-CN4153CL-64-2-10P-1	B0FP97JGRB	1149	38
ONTXT-HP-17-CN4153CL-64-2-11H-1	B0FP9FL55K	1099	38
ONTXT-HP-17-CN4153CL-64-2-11P-1	B0FP9D5G38	1149	38
ONTXT-HP-17-CN4153CL-64-4-10H-1	B0FP9F9PVQ	1279	38
ONTXT-HP-17-CN4153CL-64-4-10P-1	B0FP9DHSGZ	1329	38
ONTXT-HP-17-CN4153CL-64-4-11H-1	B0FP9DZSCH	1279	38
ONTXT-HP-17-CN4153CL-64-4-11P-1	B0FP9BM758	1329	38
ONTXT-HP-17-CN5075CL-16-1-10H-1	B0FMDNWDY1	949	20
ONTXT-HP-17-CN5075CL-16-1-10P-1	B0FMDRB2X6	999	20
ONTXT-HP-17-CN5075CL-16-1-11H-1	B0FMDQY924	949	20
ONTXT-HP-17-CN5075CL-16-1-11P-1	B0FMDQWX7C	999	20
ONTXT-HP-17-CN5075CL-24-1-10H-1	B0FMDR1H9N	999	20
ONTXT-HP-17-CN5075CL-24-1-10P-1	B0FMDQQLDX	1049	20
ONTXT-HP-17-CN5075CL-24-1-11H-1	B0FMDR4K8G	999	20
ONTXT-HP-17-CN5075CL-24-1-11P-1	B0FMDXYRX5	1049	20
ONTXT-HP-17-CN5075CL-32-1-10H-1	B0FMDP1JQJ	1049	20
ONTXT-HP-17-CN5075CL-32-1-10P-1	B0FMDR7LFV	1099	20
ONTXT-HP-17-CN5075CL-32-1-11H-1	B0FMDVNVGS	1049	20
ONTXT-HP-17-CN5075CL-32-1-11P-1	B0FMDLC4VD	1099	20
ONTXT-HP-17-CN5075CL-32-2-10H-1	B0FMDRCWZR	1169	20
ONTXT-HP-17-CN5075CL-32-2-10P-1	B0FMDT2T11	1219	20
ONTXT-HP-17-CN5075CL-32-2-11H-1	B0FMDRDWG3	1169	20
ONTXT-HP-17-CN5075CL-32-2-11P-1	B0FMDNTSNL	1219	20
ONTXT-HP-17-CN5075CL-48-2-10H-1	B0FMDQ5CZC	1269	20
ONTXT-HP-17-CN5075CL-48-2-10P-1	B0FMDLC2M2	1319	20
ONTXT-HP-17-CN5075CL-48-2-11H-1	B0FMDTPQS1	1269	20
ONTXT-HP-17-CN5075CL-48-2-11P-1	B0FMDLCLNP	1319	20
ONTXT-HP-17-CN5075CL-64-2-10H-1	B0FMDQSQMF	1369	20
ONTXT-HP-17-CN5075CL-64-2-10P-1	B0FMDRCN8S	1419	20
ONTXT-HP-17-CN5075CL-64-2-11H-1	B0FMDXWR8J	1369	20
ONTXT-HP-17-CN5075CL-64-2-11P-1	B0FMDR3Z4N	1419	20
ONTXT-HP-17-CN5075CL-64-4-10H-1	B0FMDLCWS6	1549	20
ONTXT-HP-17-CN5075CL-64-4-10P-1	B0FMF2M4QY	1599	20
ONTXT-HP-17-CN5075CL-64-4-11H-1	B0FMDLC2BF	1549	20
ONTXT-HP-17-CN5075CL-64-4-11P-1	B0FMDNX8RY	1599	20
ONTXT-HP-17-CP2025DX-8-1-10H-1	B0FMDR87RC	509	13
ONTXT-HP-17-CP2025DX-8-1-10P-1	B0FMDX4KQS	559	13
ONTXT-HP-17-CP2025DX-8-1-11H-1	B0FMDTGFX4	509	13
ONTXT-HP-17-CP2025DX-8-1-11P-1	B0FMDV78G1	559	13
ONTXT-HP-17-CP2025DX-8-2-10H-1	B0FMDR8NZP	629	13
ONTXT-HP-17-CP2025DX-8-2-10P-1	B0FMDWCC6Z	679	13
ONTXT-HP-17-CP2025DX-8-2-11H-1	B0FMDRK7YQ	629	13
ONTXT-HP-17-CP2025DX-8-2-11P-1	B0FMDTJD4P	679	13
ONTXT-HP-17-CP2025DX-8-4-10H-1	B0FMDR44BF	809	13
ONTXT-HP-17-CP2025DX-8-4-10P-1	B0FMDR9L5S	859	13
ONTXT-HP-17-CP2025DX-8-4-11H-1	B0FMDTVF1S	809	13
ONTXT-HP-17-CP2025DX-8-4-11P-1	B0FMDR9FDY	859	13
ONTXT-HP-17-CP2025DX-8-512-10H-1	B0FMDV74N6	449	13
ONTXT-HP-17-CP2025DX-8-512-10P-1	B0FMDZ4BPN	499	13
ONTXT-HP-17-CP2025DX-8-512-11H-1	B0FMDQSCZD	449	13
ONTXT-HP-17-CP2025DX-8-512-11P-1	B0FMDR9G72	499	13
ONTXT-HP-17-CP3045CL-16-1-10H-1	B0FP9F963P	959	10
ONTXT-HP-17-CP3045CL-16-1-10P-1	B0FP9GSK5X	1009	10
ONTXT-HP-17-CP3045CL-16-1-11H-1	B0FP9DV6VH	959	10
ONTXT-HP-17-CP3045CL-16-1-11P-1	B0FP9GVNL8	1009	10
ONTXT-HP-17-CP3045CL-16-2-10H-1	B0FP9F8NY9	1079	10
ONTXT-HP-17-CP3045CL-16-2-10P-1	B0FP9F8K2W	1129	10
ONTXT-HP-17-CP3045CL-16-2-11H-1	B0FP9F63N6	1079	10
ONTXT-HP-17-CP3045CL-16-2-11P-1	B0FP9DPV7B	1129	10
ONTXT-HP-17-CP3045CL-16-512-10H-1	B0FP9FWJCS	899	10
ONTXT-HP-17-CP3045CL-16-512-10P-1	B0FP9FC4BT	949	10
ONTXT-HP-17-CP3045CL-16-512-11H-1	B0FP9H4SQX	899	10
ONTXT-HP-17-CP3045CL-16-512-11P-1	B0FP9FL671	949	10
ONTXT-HP-17-CP3045CL-32-1-10H-1	B0FP9FWJ16	1039	10
ONTXT-HP-17-CP3045CL-32-1-10P-1	B0FP9HCGR9	1089	10
ONTXT-HP-17-CP3045CL-32-1-11H-1	B0FP9F9SK1	1039	10
ONTXT-HP-17-CP3045CL-32-1-11P-1	B0FP9HLZ9P	1089	10
ONTXT-HP-17-CP3045CL-32-2-10H-1	B0FP9F99BX	1159	10
ONTXT-HP-17-CP3045CL-32-2-10P-1	B0FP9F633V	1209	10
ONTXT-HP-17-CP3045CL-32-2-11H-1	B0FP9G5DZ3	1159	10
ONTXT-HP-17-CP3045CL-32-2-11P-1	B0FP9DZ54N	1209	10
ONTXT-HP-17-CP3045CL-64-2-10H-1	B0FP9DYVPD	1319	10
ONTXT-HP-17-CP3045CL-64-2-10P-1	B0FP9HCGRC	1369	10
ONTXT-HP-17-CP3045CL-64-2-11H-1	B0FP9F7N31	1319	10
ONTXT-HP-17-CP3045CL-64-2-11P-1	B0FP9CFZ93	1369	10
ONTXT-HP-17-CP3045CL-64-4-10H-1	B0FP9DNXTB	1499	10
ONTXT-HP-17-CP3045CL-64-4-10P-1	B0FP9FXHNP	1549	10
ONTXT-HP-17-CP3045CL-64-4-11H-1	B0FP9H9Y5J	1499	10
ONTXT-HP-17-CP3045CL-64-4-11P-1	B0FP9G6GM2	1549	10
ONTXT-HP-17T-CN300-I5-HDTS-BL-16-1-10H-1	B0FP9N2BB1	759	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-16-1-10P-1	B0FP9LBDQF	809	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-16-1-11H-1	B0FP9MT989	759	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-16-1-11P-1	B0FP9NMDJ7	809	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-16-2-10H-1	B0FP9QJ7RP	879	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-16-2-10P-1	B0FP9NH1QD	929	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-16-2-11H-1	B0FP9PSPFV	879	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-16-2-11P-1	B0FP9P3YW7	929	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-16-512-10H	B0FP9P96CB	699	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-16-512-10P	B0FP9RGGP4	749	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-16-512-11H	B0FP9MGZVD	699	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-16-512-11P	B0FP9NS3G3	749	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-32-1-10H-1	B0FP9MKTJ6	839	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-32-1-10P-1	B0FP9PGG53	889	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-32-1-11H-1	B0FP9P6QFW	839	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-32-1-11P-1	B0FP9Q19RF	889	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-32-2-10H-1	B0FP9P51GS	959	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-32-2-10P-1	B0FP9LHZT2	1009	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-32-2-11H-1	B0FP9NNKP7	959	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-32-2-11P-1	B0FP9M8HH8	1009	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-64-2-10H-1	B0FP9N8JGT	1119	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-64-2-10P-1	B0FP9Q38JQ	1169	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-64-2-11H-1	B0FP9RHZQX	1119	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-64-2-11P-1	B0FP9MSSNT	1169	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-64-4-10H-1	B0FP9NP652	1299	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-64-4-10P-1	B0FP9L4578	1349	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-64-4-11H-1	B0FP9MJX6W	1299	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-64-4-11P-1	B0FP9QRLQS	1349	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-8-512-10H	B0FP9PZL54	659	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-8-512-10P	B0FP9PZM4B	709	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-8-512-11H	B0FP9NMSRN	659	15
ONTXT-HP-17T-CN300-I5-HDTS-BL-8-512-11P	B0FP9Q158Z	709	15
ONTXT-HP-17T-CN300-I5-NT-BL-16-1-10H-1	B0FP9MXP73	729	25
ONTXT-HP-17T-CN300-I5-NT-BL-16-1-10P-1	B0FP9MV519	779	25
ONTXT-HP-17T-CN300-I5-NT-BL-16-1-11H-1	B0FP9LMYS8	729	25
ONTXT-HP-17T-CN300-I5-NT-BL-16-1-11P-1	B0FP9MYVD7	779	25
ONTXT-HP-17T-CN300-I5-NT-BL-16-512-10H-1	B0FP9N2KXF	669	25
ONTXT-HP-17T-CN300-I5-NT-BL-16-512-10P-1	B0FP9NF7ZF	719	25
ONTXT-HP-17T-CN300-I5-NT-BL-16-512-11H-1	B0FP9MTX6L	669	25
ONTXT-HP-17T-CN300-I5-NT-BL-16-512-11P-1	B0FP9MPBG3	719	25
ONTXT-HP-17T-CN300-I5-NT-BL-32-1-10H-1	B0FP9M3QDZ	809	25
ONTXT-HP-17T-CN300-I5-NT-BL-32-1-10P-1	B0FP9MJ37V	859	25
ONTXT-HP-17T-CN300-I5-NT-BL-32-1-11H-1	B0FP9MJ9V1	809	25
ONTXT-HP-17T-CN300-I5-NT-BL-32-1-11P-1	B0FP9NHYY2	859	25
ONTXT-HP-17T-CN300-I5-NT-BL-32-2-10H-1	B0FP9MZWRF	929	25
ONTXT-HP-17T-CN300-I5-NT-BL-32-2-10P-1	B0FP9NL1J1	979	25
ONTXT-HP-17T-CN300-I5-NT-BL-32-2-11H-1	B0FP9NJ7DQ	929	25
ONTXT-HP-17T-CN300-I5-NT-BL-32-2-11P-1	B0FP9LR5JS	979	25
ONTXT-HP-17T-CN300-I5-NT-BL-64-2-10H-1	B0FP9M4R3M	1089	25
ONTXT-HP-17T-CN300-I5-NT-BL-64-2-10P-1	B0FP9MGR9Z	1139	25
ONTXT-HP-17T-CN300-I5-NT-BL-64-2-11H-1	B0FP9MXHS8	1089	25
ONTXT-HP-17T-CN300-I5-NT-BL-64-2-11P-1	B0FP9LQSFQ	1139	25
ONTXT-HP-17T-CN300-I5-NT-BL-64-4-10H-1	B0FP9PH7PN	1269	25
ONTXT-HP-17T-CN300-I5-NT-BL-64-4-10P-1	B0FP9LYYDR	1319	25
ONTXT-HP-17T-CN300-I5-NT-BL-64-4-11H-1	B0FP9M3QF1	1269	25
ONTXT-HP-17T-CN300-I5-NT-BL-64-4-11P-1	B0FP9LZ8FZ	1319	25
ONTXT-HP-17T-CN300-I5-NT-BL-8-1-10H-1	B0FP9PN95L	689	25
ONTXT-HP-17T-CN300-I5-NT-BL-8-1-10P-1	B0FP9P3CVQ	739	25
ONTXT-HP-17T-CN300-I5-NT-BL-8-1-11H-1	B0FP9N5X7L	689	25
ONTXT-HP-17T-CN300-I5-NT-BL-8-1-11P-1	B0FP9MNGVY	739	25
ONTXT-HP-17T-CN300-I5-NT-BL-8-512-10H-1	B0FP9Q198L	629	25
ONTXT-HP-17T-CN300-I5-NT-BL-8-512-10P-1	B0FP9PCQFG	679	25
ONTXT-HP-17T-CN300-I5-NT-BL-8-512-11H-1	B0FP9LMWX9	629	25
ONTXT-HP-17T-CN300-I5-NT-BL-8-512-11P-1	B0FP9P6T7C	679	25
ONTXT-HP-250-G10-16-1-10P-1	B0FNWTZT3P	819	30
ONTXT-HP-250-G10-16-1-11P-1	B0FNWW42YY	819	30
ONTXT-HP-250-G10-16-2-10P-1	B0FNWR2GK2	939	30
ONTXT-HP-250-G10-16-2-11P-1	B0FNWT44ZD	939	30
ONTXT-HP-250-G10-16-512-10P-1	B0FNWSNW4B	759	30
ONTXT-HP-250-G10-16-512-11P-1	B0FNWWTFRT	759	30
ONTXT-HP-250-G10-32-1-10P-1	B0FNWSMNGZ	899	30
ONTXT-HP-250-G10-32-1-11P-1	B0FNWTTX16	899	30
ONTXT-HP-250-G10-32-2-10P-1	B0FNWV6GGY	1019	30
ONTXT-HP-250-G10-32-2-11P-1	B0FNWRC386	1019	30
ONTXT-HP-250-G10-48-2-10P-1	B0B61KZJQD	1099	30
ONTXT-HP-250-G10-48-2-11P-1	B0FNWSLTBR	1099	30
ONTXT-HP-250-G10-48-4-10P-1	B0FNWTNJ4H	1279	30
ONTXT-HP-250-G10-48-4-11P-1	B0FNWSYRN7	1279	30
ONTXT-HP-250-G10-64-2-10P-1	B0FNWWRPKM	1179	30
ONTXT-HP-250-G10-64-2-11P-1	B0FNWTVVW5	1179	30
ONTXT-HP-250-G10-64-4-10P-1	B0FNWWZKHK	1359	30
ONTXT-HP-250-G10-64-4-11P-1	B0FNWSWQ4Q	1359	30
ONTXT-HP-ELITEBOOK-860-G10-16-1-10P-1	B0FP2PD2K6	1459	63
ONTXT-HP-ELITEBOOK-860-G10-16-1-11P-1	B0FP2L4BGC	1459	63
ONTXT-HP-ELITEBOOK-860-G10-16-2-10P-1	B0BR3RBW62	1579	63
ONTXT-HP-ELITEBOOK-860-G10-16-2-11P-1	B0FP2M6CWP	1579	63
ONTXT-HP-ELITEBOOK-860-G10-16-512-10P-1	B0FP2MNCHH	1399	63
ONTXT-HP-ELITEBOOK-860-G10-16-512-11P-1	B0FP2M1BKK	1399	63
ONTXT-HP-ELITEBOOK-860-G10-32-1-10P-1	B0FP2M67HM	1559	63
ONTXT-HP-ELITEBOOK-860-G10-32-1-11P-1	B0FP2LZY6F	1559	63
ONTXT-HP-ELITEBOOK-860-G10-32-2-10P-1	B0FP2PF45G	1679	63
ONTXT-HP-ELITEBOOK-860-G10-32-2-11P-1	B0FP2PT4VJ	1679	63
ONTXT-HP-ELITEBOOK-860-G10-32-4-10P-1	B0FP2N89TF	1859	63
ONTXT-HP-ELITEBOOK-860-G10-32-4-11P-1	B0FP2LT24M	1859	63
ONTXT-HP-ELITEBOOK-860-G10-64-2-10P-1	B0FP2L2VQV	1879	63
ONTXT-HP-ELITEBOOK-860-G10-64-2-11P-1	B0FP2LRBSF	1879	63
ONTXT-HP-ELITEBOOK-860-G10-64-4-10P-1	B0FP2N8Q5M	2059	63
ONTXT-HP-ELITEBOOK-860-G10-64-4-11P-1	B0FP2MV9YT	2059	63
ONTXT-HP-PROBOOK-450-G10-16-1-10P-1	B0FP5GFVBF	979	50
ONTXT-HP-PROBOOK-450-G10-16-1-11P-1	B0FP5GPCJR	979	50
ONTXT-HP-PROBOOK-450-G10-16-2-10P-1	B0FP5CMP2K	1099	50
ONTXT-HP-PROBOOK-450-G10-16-2-11P-1	B0FP5GCZC4	1099	50
ONTXT-HP-PROBOOK-450-G10-16-512-10P-1	B0FP5HRZRB	919	50
ONTXT-HP-PROBOOK-450-G10-16-512-11P-1	B0FP5DH7GN	919	50
ONTXT-HP-PROBOOK-450-G10-32-1-10P-1	B0FP9FPBGG	1059	50
ONTXT-HP-PROBOOK-450-G10-32-1-11P-1	B0FP5DHPJQ	1059	50
ONTXT-HP-PROBOOK-450-G10-32-2-10P-1	B0FP5FBHWZ	1179	50
ONTXT-HP-PROBOOK-450-G10-32-2-11P-1	B0FP5J3KPM	1179	50
ONTXT-HP-PROBOOK-450-G10-48-2-10P-1	B0FP5DRD7F	1259	50
ONTXT-HP-PROBOOK-450-G10-48-2-11P-1	B0FP5GVFP7	1259	50
ONTXT-HP-PROBOOK-450-G10-64-2-10P-1	B0FP5GC45Q	1339	50
ONTXT-HP-PROBOOK-450-G10-64-2-11P-1	B0FP5DMZ3G	1339	50
ONTXT-HP-PROBOOK-450-G10-64-4-10P-1	B0FP5DQ316	1519	50
ONTXT-HP-PROBOOK-450-G10-64-4-11P-1	B0FP5FHTN1	1519	50
ONTXT-LENOVO-21FWSBAE00-16-1-10P-1	B0FMF39J48	1849	12
ONTXT-LENOVO-21FWSBAE00-16-1-11P-1	B0FMF4M8SZ	1849	12
ONTXT-LENOVO-21FWSBAE00-16-2-10P-1	B0FMDZRT1D	1969	12
ONTXT-LENOVO-21FWSBAE00-16-2-11P-1	B0FMF6JB17	1969	12
ONTXT-LENOVO-21FWSBAE00-16-512-10P-1	B0FMDZMFMB	1789	12
ONTXT-LENOVO-21FWSBAE00-16-512-11P-1	B0FMF3DC4Y	1789	12
ONTXT-LENOVO-21FWSBAE00-32-1-10P-1	B0FMF6LBXQ	1949	12
ONTXT-LENOVO-21FWSBAE00-32-1-11P-1	B0FMF18MQB	1949	12
ONTXT-LENOVO-21FWSBAE00-32-2-10P-1	B0FMF1GD7L	2069	12
ONTXT-LENOVO-21FWSBAE00-32-2-11P-1	B0FMF4F269	2069	12
ONTXT-LENOVO-21FWSBAE00-32-4-10P-1	B0FMDZYG5B	2249	12
ONTXT-LENOVO-21FWSBAE00-32-4-11P-1	B0FMF2T8DN	2249	12
ONTXT-LENOVO-21FWSBAE00-48-2-10P-1	B0FMF3N9CH	2169	12
ONTXT-LENOVO-21FWSBAE00-48-2-11P-1	B0FMDZ9G3X	2169	12
ONTXT-LENOVO-21FWSBAE00-48-4-10P-1	B0FMF4MBSG	2349	12
ONTXT-LENOVO-21FWSBAE00-48-4-11P-1	B0C77FM6X9	2349	12
ONTXT-LENOVO-21FWSBAE00-64-2-10P-1	B0FMF2W87F	2269	12
ONTXT-LENOVO-21FWSBAE00-64-2-11P-1	B0FMF771DG	2269	12
ONTXT-LENOVO-21FWSBAE00-64-4-10P-1	B0FMF2W4F3	2449	12
ONTXT-LENOVO-21FWSBAE00-64-4-11P-1	B0FMF5KMP4	2449	12
ONTXT-LENOVO-21FWSBAE00-64-8-10P-1	B0FMDYVJF2	2789	12
ONTXT-LENOVO-21FWSBAE00-64-8-11P-1	B0FMF1G98X	2789	12
ONTXT-LENOVO-21KC00A7US-32-1-10P-1	B0FNC8WYCY	1709	62
ONTXT-LENOVO-21KC00A7US-32-1-11P-1	B0FNC6Z53X	1709	62
ONTXT-LENOVO-21KC00A7US-32-2-10P-1	B0FNC6C232	1829	62
ONTXT-LENOVO-21KC00A7US-32-2-11P-1	B0FNCBVVBH	1829	62
ONTXT-LENOVO-21KC00A7US-32-4-10P-1	B0FNC8YY9M	2009	62
ONTXT-LENOVO-21KC00A7US-32-4-11P-1	B0FNC6F7Y3	2009	62
ONTXT-LENOVO-21KC00A7US-32-512-10P-1	B0FNC6J2CZ	1649	62
ONTXT-LENOVO-21KC00A7US-32-512-11P-1	B0FNC6VGN7	1649	62
ONTXT-LENOVO-21M5A009CD-16-1-10P-1	B0FM44B38S	959	197
ONTXT-LENOVO-21M5A009CD-16-1-11P-1	B0FM41ZSNN	959	197
ONTXT-LENOVO-21M5A009CD-16-2-10P-1	B0FM43ZBB2	1129	197
ONTXT-LENOVO-21M5A009CD-16-2-11P-1	B0FM448M6P	1129	197
ONTXT-LENOVO-21M5A009CD-16-512-10P-1	B0FM41YWD7	899	197
ONTXT-LENOVO-21M5A009CD-16-512-11P-1	B0FM46GZLN	899	197
ONTXT-LENOVO-21M5A009CD-32-1-10P-1	B0FM464D5N	1059	197
ONTXT-LENOVO-21M5A009CD-32-1-11P-1	B0FM42WVMG	1059	197
ONTXT-LENOVO-21M5A009CD-32-2-10P-1	B0FM41Z9VV	1229	197
ONTXT-LENOVO-21M5A009CD-32-2-11P-1	B0FM45F7C3	1229	197
ONTXT-LENOVO-21M5A009CD-32-4-10P-1	B0FM45F1XS	1359	197
ONTXT-LENOVO-21M5A009CD-32-4-11P-1	B0FM44B61D	1359	197
ONTXT-LENOVO-21M5A009CD-48-2-10P-1	B0FM418FLM	1329	197
ONTXT-LENOVO-21M5A009CD-48-2-11P-1	B0FM448M6R	1329	197
ONTXT-LENOVO-21M5A009CD-48-4-10P-1	B0FM44CJWJ	1459	197
ONTXT-LENOVO-21M5A009CD-48-4-11P-1	B0FM43VQKM	1459	197
ONTXT-LENOVO-21M5A009CD-64-2-10P-1	B0FM41Y8MW	1429	197
ONTXT-LENOVO-21M5A009CD-64-2-11P-1	B0FM41YWCV	1429	197
ONTXT-LENOVO-21M5A009CD-64-4-10P-1	B0FM44CGN8	1559	197
ONTXT-LENOVO-21M5A009CD-64-4-11P-1	B0FM498PYG	1559	197
ONTXT-LENOVO-21MAA00XCD-16-1-10P-1	B0FPB6GMX1	1209	300
ONTXT-LENOVO-21MAA00XCD-16-1-11P-1	B0FPB78WVN	1209	300
ONTXT-LENOVO-21MAA00XCD-16-2-10P-1	B0FPB74S9M	1329	300
ONTXT-LENOVO-21MAA00XCD-16-2-11P-1	B0FPB54L2K	1329	300
ONTXT-LENOVO-21MAA00XCD-16-512-10P-1	B0FPB74N5Y	1149	300
ONTXT-LENOVO-21MAA00XCD-16-512-11P-1	B0FPB7YTD2	1149	300
ONTXT-LENOVO-21MAA00XCD-24-1-10P-1	B0FPB71VQ9	1259	300
ONTXT-LENOVO-21MAA00XCD-24-1-11P-1	B0FPB6LG44	1259	300
ONTXT-LENOVO-21MAA00XCD-24-2-10P-1	B0FPB6T8XX	1379	300
ONTXT-LENOVO-21MAA00XCD-24-2-11P-1	B0FPB6Z6VZ	1379	300
ONTXT-LENOVO-21MAA00XCD-32-1-10P-1	B0FPB811G1	1309	300
ONTXT-LENOVO-21MAA00XCD-32-1-11P-1	B0FPB7H6F3	1309	300
ONTXT-LENOVO-21MAA00XCD-32-2-10P-1	B0FPB6RPFK	1429	300
ONTXT-LENOVO-21MAA00XCD-32-2-11P-1	B0FPB7VL1X	1429	300
ONTXT-LENOVO-21MAA00XCD-48-2-10P-1	B0FPB6QJ2N	1529	300
ONTXT-LENOVO-21MAA00XCD-48-2-11P-1	B0FPB5TTK7	1529	300
ONTXT-LENOVO-21MAA00XCD-64-2-10P-1	B0FPB6P61M	1629	300
ONTXT-LENOVO-21MAA00XCD-64-2-11P-1	B0FPB7FMHN	1629	300
ONTXT-LENOVO-21MAA00XCD-64-4-10P-1	B0FPB874B1	1809	300
ONTXT-LENOVO-21MAA00XCD-64-4-11P-1	B0FPB8DS3S	1809	300
ONTXT-LENOVO-21MAA00XCD-8-512-10P-1	B0FPB7CLNM	1099	300
ONTXT-LENOVO-21MAA00XCD-8-512-11P-1	B0FPB795R8	1099	300
ONTXT-LENOVO-21MAA012CD-16-1-10P-1	B0FPB6RQ2T	1069	247
ONTXT-LENOVO-21MAA012CD-16-1-11P-1	B0FPB8JMM9	1069	247
ONTXT-LENOVO-21MAA012CD-16-2-10P-1	B0FPB6RQ2V	1189	247
ONTXT-LENOVO-21MAA012CD-16-2-11P-1	B0FPB78PV7	1189	247
ONTXT-LENOVO-21MAA012CD-16-512-10P-1	B0FPB6YTXY	1009	247
ONTXT-LENOVO-21MAA012CD-16-512-11P-1	B0FPB71H8X	1009	247
ONTXT-LENOVO-21MAA012CD-24-1-10P-1	B0FPB7MFWP	1119	247
ONTXT-LENOVO-21MAA012CD-24-1-11P-1	B0FPB7F5VS	1119	247
ONTXT-LENOVO-21MAA012CD-24-2-10P-1	B0FPB6LRDQ	1239	247
ONTXT-LENOVO-21MAA012CD-24-2-11P-1	B0FPB8FS62	1239	247
ONTXT-LENOVO-21MAA012CD-32-1-10P-1	B0FPB7ZK5G	1169	247
ONTXT-LENOVO-21MAA012CD-32-1-11P-1	B0FPB6WL95	1169	247
ONTXT-LENOVO-21MAA012CD-32-2-10P-1	B0FPB71KDZ	1289	247
ONTXT-LENOVO-21MAA012CD-32-2-11P-1	B0FPB7N8PD	1289	247
ONTXT-LENOVO-21MAA012CD-48-2-10P-1	B0FPB6Q12D	1389	247
ONTXT-LENOVO-21MAA012CD-48-2-11P-1	B0FPB7659C	1389	247
ONTXT-LENOVO-21MAA012CD-64-2-10P-1	B0FPB6XHGJ	1489	247
ONTXT-LENOVO-21MAA012CD-64-2-11P-1	B0FPB6L1P4	1489	247
ONTXT-LENOVO-21MAA012CD-64-4-10P-1	B0FPB77ZDG	1669	247
ONTXT-LENOVO-21MAA012CD-64-4-11P-1	B0FPB7K9P6	1669	247
ONTXT-LENOVO-21MAA012CD-8-512-10P-1	B0FPB7M8GH	959	247
ONTXT-LENOVO-21MAA012CD-8-512-11P-1	B0FPB77ZDH	959	247
ONTXT-LENOVO-21MNA00TCD-16-1-10P-1	B0FPB6JJRD	1259	100
ONTXT-LENOVO-21MNA00TCD-16-1-11P-1	B0FPB6DBY2	1259	100
ONTXT-LENOVO-21MNA00TCD-16-2-10P-1	B0FPB757GN	1379	100
ONTXT-LENOVO-21MNA00TCD-16-2-11P-1	B0FPB6JHLN	1379	100
ONTXT-LENOVO-21MNA00TCD-16-512-10P-1	B0FPB7TGVM	1199	100
ONTXT-LENOVO-21MNA00TCD-16-512-11P-1	B0FPB6GCCX	1199	100
ONTXT-LENOVO-21MNA00TCD-32-1-10P-1	B0FPB5XWJV	1359	100
ONTXT-LENOVO-21MNA00TCD-32-1-11P-1	B0FPB7RXWQ	1359	100
ONTXT-LENOVO-21MNA00TCD-32-2-10P-1	B0FPB6MYFQ	1479	100
ONTXT-LENOVO-21MNA00TCD-32-2-11P-1	B0FPB6F4WV	1479	100
ONTXT-LENOVO-21MNA00TCD-48-2-10P-1	B0FPB6WJZB	1579	100
ONTXT-LENOVO-21MNA00TCD-48-2-11P-1	B0FPB7FKQK	1579	100
ONTXT-LENOVO-21MNA00TCD-64-2-10P-1	B0FPB6ZTLT	1679	100
ONTXT-LENOVO-21MNA00TCD-64-2-11P-1	B0FPB6QVHX	1679	100
ONTXT-LENOVO-21MNA00TCD-64-4-10P-1	B0FPB6XG86	1859	100
ONTXT-LENOVO-21MNA00TCD-64-4-11P-1	B0FPB7MWRB	1859	100
ONTXT-LENOVO-21MNA00TCD-8-512-10P-1	B0FPB7BBTM	1149	100
ONTXT-LENOVO-21MNA00TCD-8-512-11P-1	B0FPB4P7LP	1149	100
